0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
28,25,29,1,0,1,25,1,0,0,0,1,1,0,0,0,0,0,1,0,0
68,7,1,1,1,1,5,0,1,0,0,1,0,0,1,0,0,0,1,0,0
25,6,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
56,2,39,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1
25,6,70,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0
26,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1
26,0,0,1,0,1,5,1,0,0,0,1,0,0,1,0,0,0,0,1,1
49,3,0,0,0,0,3,0,1,0,0,1,1,0,0,0,0,0,1,0,1
26,5,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1
31,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1
50,4,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1
40,8,0,1,0,1,43,1,0,0,0,1,1,0,0,0,0,0,0,1,1
24,2,18,0,0,0,15,0,0,1,0,1,0,0,1,0,0,0,0,1,1
23,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1
58,5,1,0,0,0,2,0,1,0,0,1,0,0,1,0,0,0,0,1,1
41,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1
38,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1
35,2,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1
39,2,26,0,0,0,2,1,0,0,0,1,0,0,1,0,0,0,0,1,1
30,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1
20,2,1,1,1,1,52,0,0,1,0,1,0,1,0,0,0,0,1,0,0
33,3,42,0,0,0,40,1,0,0,0,1,0,0,1,0,0,0,1,0,1
55,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1
22,1,1,1,0,1,6,0,0,1,0,1,1,0,0,0,0,0,1,0,1
56,6,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1
34,9,1,1,0,1,17,1,0,0,0,1,1,0,0,0,0,0,1,0,0
38,1,1,0,0,0,8,1,0,0,0,1,1,0,0,0,0,0,0,1,1
33,2,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0
20,1,483,1,0,1,11,0,0,1,1,0,1,0,0,0,0,0,1,0,0
21,2,10,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1
54,0,1,0,0,0,29,0,1,0,1,0,0,0,1,0,0,0,0,1,1
49,11,1,1,0,1,32,0,1,0,0,1,1,0,0,0,0,0,0,1,1
24,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1
19,2,2,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0
32,3,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1
25,4,46,1,1,1,16,1,0,0,1,0,1,0,0,0,0,0,0,1,0
31,15,1,1,0,1,4,1,0,0,0,1,1,0,0,0,0,0,0,1,0
21,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1
37,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1
22,3,1,0,0,0,33,0,0,1,0,1,1,0,0,0,0,0,1,0,0
29,6,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1
27,2,1,1,0,1,132,1,0,0,0,1,1,0,0,0,0,0,1,0,0
52,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1
46,4,8,0,0,0,8,0,1,0,0,1,1,0,0,0,0,0,1,0,1
36,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1
26,8,1,1,1,1,41,1,0,0,0,1,0,0,1,0,0,0,1,0,0
32,17,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0
37,11,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
28,4,1,1,0,1,2,1,0,0,1,0,1,0,0,0,0,0,1,0,1
43,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1
36,1,23,1,0,1,2,1,0,0,0,1,0,0,1,0,0,0,1,0,1
46,2,55,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1
20,0,1,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1
46,13,1,0,0,0,141,0,1,0,0,1,0,0,0,1,0,0,1,0,1
34,14,1,0,0,0,3,1,0,0,1,0,1,0,0,0,0,0,1,0,0
29,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1
28,3,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1
54,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1
53,1,21,0,0,0,21,0,1,0,0,1,0,0,1,0,0,0,1,0,1
45,8,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0
37,4,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1
29,6,67,1,0,1,45,1,0,0,0,1,1,0,0,0,0,0,1,0,1
46,1,51,1,0,1,55,0,1,0,1,0,1,0,0,0,0,0,1,0,0
46,0,1,0,0,0,78,0,1,0,0,1,0,0,1,0,0,0,1,0,1
21,1,1,0,0,0,15,0,0,1,0,1,1,0,0,0,0,0,0,1,1
27,9,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0
52,8,0,0,0,0,39,0,1,0,0,1,0,0,1,0,0,0,1,0,1
31,1,1,1,1,1,32,1,0,0,0,1,0,0,1,0,0,0,1,0,0
21,0,1,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1
44,2,1,0,0,0,5,1,0,0,0,1,1,0,0,0,0,0,0,1,0
22,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1
21,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1
38,7,0,1,0,1,39,1,0,0,1,0,1,0,0,0,0,0,1,0,0
27,2,1,0,0,0,131,1,0,0,0,1,1,0,0,0,0,0,1,0,1
30,5,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0
61,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1
31,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1
27,9,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0
52,7,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1
30,10,92,0,0,0,105,1,0,0,0,1,1,0,0,0,0,0,1,0,1
51,2,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
43,2,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1
32,3,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1
41,2,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1
25,2,29,0,0,0,29,1,0,0,0,1,0,0,1,0,0,0,1,0,1
47,14,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0
35,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1
23,3,1,0,0,0,5,0,0,1,1,0,0,0,1,0,0,0,1,0,0
75,2,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1
35,2,1,0,0,0,5,1,0,0,0,1,1,0,0,0,0,0,1,0,1
21,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1
44,7,42,1,0,1,26,1,0,0,0,1,0,0,0,1,0,0,1,0,1
36,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1
31,0,5,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1
26,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1
24,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
32,9,0,1,0,1,4,1,0,0,0,1,0,0,1,0,0,0,0,1,0
33,3,130,0,0,0,130,1,0,0,0,1,1,0,0,0,0,0,1,0,1
31,2,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1
50,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1
29,0,1,1,0,1,6,1,0,0,0,1,0,0,0,1,0,0,1,0,1
50,0,1,0,0,0,30,0,1,0,0,1,0,0,1,0,0,0,1,0,0
33,5,0,1,0,1,5,1,0,0,0,1,1,0,0,0,0,0,0,1,0
22,1,28,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0
23,0,1,0,0,0,3,0,0,1,0,1,1,0,0,0,0,0,1,0,1
29,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1
45,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1
52,3,0,1,0,1,24,0,1,0,0,1,1,0,0,0,0,0,1,0,1
23,1,0,0,0,0,3,0,0,1,0,1,1,0,0,0,0,0,0,1,0
32,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1
29,2,1,0,0,0,3,1,0,0,0,1,1,0,0,0,0,0,0,1,1
22,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0
24,3,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1
24,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1
27,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1
22,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1
29,6,2,1,0,1,67,1,0,0,1,0,0,0,1,0,0,0,1,0,0
22,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0
19,2,2,1,0,1,22,0,0,1,1,0,0,0,1,0,0,0,1,0,0
20,0,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1
47,3,0,1,0,1,11,0,1,0,0,1,1,0,0,0,0,0,1,0,1
23,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1
44,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1
33,7,0,1,1,1,78,1,0,0,0,1,1,0,0,0,0,0,1,0,0
46,3,1,0,0,0,2,0,1,0,0,1,1,0,0,0,0,0,1,0,1
28,3,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1
26,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1
31,12,1,1,0,1,40,1,0,0,0,1,1,0,0,0,0,0,0,1,0
28,5,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1
57,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1
52,0,1,1,0,1,7,0,1,0,0,1,0,0,0,0,0,1,1,0,1
36,2,4,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1
52,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1
51,1,18,0,0,0,17,0,1,0,0,1,0,0,0,1,0,0,1,0,1
28,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1
22,0,1,0,0,0,53,0,0,1,0,1,1,0,0,0,0,0,0,1,0
37,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1
54,1,22,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1
27,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1
39,3,1,1,0,1,3,1,0,0,0,1,1,0,0,0,0,0,1,0,1
26,1,318,0,0,0,7,1,0,0,0,1,0,0,1,0,0,0,0,1,1
26,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1
35,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0
53,0,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1
21,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
56,12,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1
36,1,8,1,0,1,39,1,0,0,0,1,0,0,0,1,0,0,0,1,0
25,11,1,1,1,1,6,1,0,0,0,1,1,0,0,0,0,0,1,0,0
23,0,0,1,0,1,5,0,0,1,0,1,1,0,0,0,0,0,1,0,0
43,8,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1
30,3,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1
28,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1
28,3,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1
49,1,16,0,0,0,12,0,1,0,0,1,0,0,1,0,0,0,1,0,1
26,3,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1
21,1,18,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0
29,6,702,0,0,0,5,1,0,0,0,1,1,0,0,0,0,0,0,1,1
44,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1
39,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1
21,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0
30,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1
33,18,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0
26,1,1,1,1,1,2,1,0,0,1,0,1,0,0,0,0,0,1,0,1
27,2,1,0,0,0,3,1,0,0,0,1,1,0,0,0,0,0,1,0,1
35,5,19,0,0,0,6,1,0,0,0,1,1,0,0,0,0,0,1,0,0
44,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1
32,0,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1
57,16,0,1,0,1,12,0,1,0,0,1,1,0,0,0,0,0,0,1,1
29,3,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1
27,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1
31,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1
42,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1
37,22,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0
31,3,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1
23,2,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1
83,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1
23,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1
49,1,1,1,0,1,20,0,1,0,0,1,0,0,1,0,0,0,1,0,1
50,7,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1
30,4,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1
25,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0
54,3,1,1,0,1,2,0,1,0,0,1,0,0,1,0,0,0,0,1,1
32,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1
23,2,1,1,0,1,22,0,0,1,0,1,1,0,0,0,0,0,1,0,1
25,4,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0
33,5,1027,1,0,0,2,1,0,0,0,1,0,0,0,0,0,1,1,0,1
42,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1
54,7,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1
22,1,0,1,0,1,5,0,0,1,0,1,0,0,1,0,0,0,0,1,0
58,1,1,0,0,0,60,0,1,0,0,1,1,0,0,0,0,0,1,0,1
28,2,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1
